"","gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"11076","DLD","dihydrolipoamide dehydrogenase [Source:HGNC Symbol;Acc:2898]",-0.077756124,0.946264486,"cortical organoid","Urresti et al. 2021","ENSG00000091140","No"
"11077","RBPMS","RNA binding protein with multiple splicing [Source:HGNC Symbol;Acc:19097]",0.364728625,0.925285827,"cortical organoid","Urresti et al. 2021","ENSG00000157110","No"
"11078","MCTS1","malignant T cell amplified sequence 1 [Source:HGNC Symbol;Acc:23357]",0.029427601,0.988331355,"cortical organoid","Urresti et al. 2021","ENSG00000232119","No"
"11079","SRF","serum response factor (c-fos serum response element-binding transcription factor) [Source:HGNC Symbol;Acc:11291]",0.109432826,0.919511524,"cortical organoid","Urresti et al. 2021","ENSG00000112658","No"
"11080","COQ6","coenzyme Q6 monooxygenase [Source:HGNC Symbol;Acc:20233]",0.045301106,0.982847976,"cortical organoid","Urresti et al. 2021","ENSG00000119723","No"
"11081","JADE2","jade family PHD finger 2 [Source:HGNC Symbol;Acc:22984]",0.087981599,0.968952185,"cortical organoid","Urresti et al. 2021","ENSG00000043143","No"
"11082","PRRC1","proline-rich coiled-coil 1 [Source:HGNC Symbol;Acc:28164]",0.046658253,0.984534482,"cortical organoid","Urresti et al. 2021","ENSG00000164244","No"
"11083","C6orf118","chromosome 6 open reading frame 118 [Source:HGNC Symbol;Acc:21233]",-0.176604005,0.970164295,"cortical organoid","Urresti et al. 2021","ENSG00000112539","No"
"11084","ZNHIT1","zinc finger, HIT-type containing 1 [Source:HGNC Symbol;Acc:21688]",-0.079600038,0.922370916,"cortical organoid","Urresti et al. 2021","ENSG00000106400","No"
"11085","SPPL2B","signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:30627]",-0.120009817,0.937080567,"cortical organoid","Urresti et al. 2021","ENSG00000005206","No"
"11086","ALKBH1","alkB, alkylation repair homolog 1 (E. coli) [Source:HGNC Symbol;Acc:17911]",-0.021697363,0.991804263,"cortical organoid","Urresti et al. 2021","ENSG00000100601","No"
"11087","ZNF416","zinc finger protein 416 [Source:HGNC Symbol;Acc:20645]",0.059618834,0.959069158,"cortical organoid","Urresti et al. 2021","ENSG00000083817","No"
"11088","RAB1A","RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:9758]",0.071439335,0.897344239,"cortical organoid","Urresti et al. 2021","ENSG00000138069","No"
"11089","TSSC1","tumor suppressing subtransferable candidate 1 [Source:HGNC Symbol;Acc:12383]",-0.104524298,0.964318892,"cortical organoid","Urresti et al. 2021","ENSG00000032389","No"
"11090","ZNF234","zinc finger protein 234 [Source:HGNC Symbol;Acc:13027]",0.062237716,0.96818497,"cortical organoid","Urresti et al. 2021","ENSG00000263002","No"
"11091","RNF157","ring finger protein 157 [Source:HGNC Symbol;Acc:29402]",-0.021794716,0.997108109,"cortical organoid","Urresti et al. 2021","ENSG00000141576","No"
"11092","HYDIN","HYDIN, axonemal central pair apparatus protein [Source:HGNC Symbol;Acc:19368]",0.157809434,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000157423","No"
"11093","BTBD8","BTB (POZ) domain containing 8 [Source:HGNC Symbol;Acc:21019]",-0.147266099,0.958240755,"cortical organoid","Urresti et al. 2021","ENSG00000189195","No"
"11094","ZNF414","zinc finger protein 414 [Source:HGNC Symbol;Acc:20630]",-0.015886117,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000133250","No"
"11095","SDE2","SDE2 telomere maintenance homolog (S. pombe) [Source:HGNC Symbol;Acc:26643]",0.128996391,0.891039084,"cortical organoid","Urresti et al. 2021","ENSG00000143751","No"
"11096","LSM1","LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:20472]",0.05278872,0.96818497,"cortical organoid","Urresti et al. 2021","ENSG00000175324","No"
"11097","PARS2","prolyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:30563]",-0.000905361,0.999365754,"cortical organoid","Urresti et al. 2021","ENSG00000162396","No"
"11098","STX16-NPEPL1","STX16-NPEPL1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:41993]",-0.068525387,0.992461309,"cortical organoid","Urresti et al. 2021","ENSG00000254995","No"
"11099","NRBF2","nuclear receptor binding factor 2 [Source:HGNC Symbol;Acc:19692]",0.1041254,0.922370916,"cortical organoid","Urresti et al. 2021","ENSG00000148572","No"
"11100","RFX2","regulatory factor X, 2 (influences HLA class II expression) [Source:HGNC Symbol;Acc:9983]",-0.128808868,0.926780478,"cortical organoid","Urresti et al. 2021","ENSG00000087903","No"
"11101","GLB1L2","galactosidase, beta 1-like 2 [Source:HGNC Symbol;Acc:25129]",-0.015092319,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000149328","No"
"11102","SEC14L1","SEC14-like 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:10698]",0.054835751,0.966104446,"cortical organoid","Urresti et al. 2021","ENSG00000129657","No"
"11103","RBM17","RNA binding motif protein 17 [Source:HGNC Symbol;Acc:16944]",-0.019624113,0.989225322,"cortical organoid","Urresti et al. 2021","ENSG00000134453","No"
"11104","GHITM","growth hormone inducible transmembrane protein [Source:HGNC Symbol;Acc:17281]",0.006336611,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000165678","No"
"11105","CLTB","clathrin, light chain B [Source:HGNC Symbol;Acc:2091]",-0.070011647,0.967895046,"cortical organoid","Urresti et al. 2021","ENSG00000175416","No"
"11106","ACBD3","acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:15453]",0.080724518,0.965266137,"cortical organoid","Urresti et al. 2021","ENSG00000182827","No"
"11107","CCDC106","coiled-coil domain containing 106 [Source:HGNC Symbol;Acc:30181]",0.122883494,0.949184787,"cortical organoid","Urresti et al. 2021","ENSG00000173581","No"
"11108","ZNF254","zinc finger protein 254 [Source:HGNC Symbol;Acc:13047]",0.040015043,0.984534482,"cortical organoid","Urresti et al. 2021","ENSG00000213096","No"
"11109","ZBTB43","zinc finger and BTB domain containing 43 [Source:HGNC Symbol;Acc:17908]",0.060286101,0.943473141,"cortical organoid","Urresti et al. 2021","ENSG00000169155","No"
"11110","WDR89","WD repeat domain 89 [Source:HGNC Symbol;Acc:20489]",-0.009069089,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000140006","No"
"11111","WDR18","WD repeat domain 18 [Source:HGNC Symbol;Acc:17956]",-0.283500141,0.822829663,"cortical organoid","Urresti et al. 2021","ENSG00000065268","No"
"11112","SMIM14","small integral membrane protein 14 [Source:HGNC Symbol;Acc:27321]",0.024131564,0.987049364,"cortical organoid","Urresti et al. 2021","ENSG00000163683","No"
"11113","KIDINS220","kinase D-interacting substrate, 220kDa [Source:HGNC Symbol;Acc:29508]",-0.147389847,0.827386754,"cortical organoid","Urresti et al. 2021","ENSG00000134313","No"
"11114","WIPI1","WD repeat domain, phosphoinositide interacting 1 [Source:HGNC Symbol;Acc:25471]",-0.039014398,0.99200772,"cortical organoid","Urresti et al. 2021","ENSG00000070540","No"
"11115","RP11-554J4.1","",0.200291836,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000272606","No"
"11116","KIF23","kinesin family member 23 [Source:HGNC Symbol;Acc:6392]",-0.073270651,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000137807","No"
"11117","TRIP12","thyroid hormone receptor interactor 12 [Source:HGNC Symbol;Acc:12306]",0.029865177,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000153827","No"
"11118","SPDL1","spindle apparatus coiled-coil protein 1 [Source:HGNC Symbol;Acc:26010]",-0.041017794,0.970164295,"cortical organoid","Urresti et al. 2021","ENSG00000040275","No"
"11119","C12orf60","chromosome 12 open reading frame 60 [Source:HGNC Symbol;Acc:28726]",0.270465766,0.922370916,"cortical organoid","Urresti et al. 2021","ENSG00000182993","No"
"11120","TFAM","transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:11741]",-0.007487081,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000108064","No"
"11121","STARD4","StAR-related lipid transfer (START) domain containing 4 [Source:HGNC Symbol;Acc:18058]",0.189831885,0.960226453,"cortical organoid","Urresti et al. 2021","ENSG00000164211","No"
"11122","PCCB","propionyl CoA carboxylase, beta polypeptide [Source:HGNC Symbol;Acc:8654]",-0.108494475,0.821528798,"cortical organoid","Urresti et al. 2021","ENSG00000114054","No"
"11123","PPM1B","protein phosphatase, Mg2+/Mn2+ dependent, 1B [Source:HGNC Symbol;Acc:9276]",0.000479297,0.999365754,"cortical organoid","Urresti et al. 2021","ENSG00000138032","No"
"11124","CTD-2031P19.4","",-0.183105985,0.925285827,"cortical organoid","Urresti et al. 2021","ENSG00000264281","No"
"11125","ZNF112","zinc finger protein 112 [Source:HGNC Symbol;Acc:12892]",0.128539067,0.917484946,"cortical organoid","Urresti et al. 2021","ENSG00000062370","No"
"11126","ZNF71","zinc finger protein 71 [Source:HGNC Symbol;Acc:13141]",-0.140769696,0.920099674,"cortical organoid","Urresti et al. 2021","ENSG00000197951","No"
"11127","ANKRD42","ankyrin repeat domain 42 [Source:HGNC Symbol;Acc:26752]",0.12428828,0.895143144,"cortical organoid","Urresti et al. 2021","ENSG00000137494","No"
"11128","C12orf10","chromosome 12 open reading frame 10 [Source:HGNC Symbol;Acc:17590]",-0.029535733,0.984534482,"cortical organoid","Urresti et al. 2021","ENSG00000139637","No"
"11129","SPEF2","sperm flagellar 2 [Source:HGNC Symbol;Acc:26293]",-0.031770881,0.992461309,"cortical organoid","Urresti et al. 2021","ENSG00000152582","No"
"11130","RPL26L1","ribosomal protein L26-like 1 [Source:HGNC Symbol;Acc:17050]",0.053750587,0.970164295,"cortical organoid","Urresti et al. 2021","ENSG00000037241","No"
"11131","UNC5D","unc-5 homolog D (C. elegans) [Source:HGNC Symbol;Acc:18634]",0.123862941,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000156687","No"
"11132","GLA","galactosidase, alpha [Source:HGNC Symbol;Acc:4296]",0.00113068,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000102393","No"
"11133","FAM189B","family with sequence similarity 189, member B [Source:HGNC Symbol;Acc:1233]",-0.004873115,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000160767","No"
"11134","ZNF567","zinc finger protein 567 [Source:HGNC Symbol;Acc:28696]",0.031346421,0.989225322,"cortical organoid","Urresti et al. 2021","ENSG00000189042","No"
"11135","C12orf5","chromosome 12 open reading frame 5 [Source:HGNC Symbol;Acc:1185]",-0.097391176,0.966104446,"cortical organoid","Urresti et al. 2021","ENSG00000078237","No"
"11136","FAM110B","family with sequence similarity 110, member B [Source:HGNC Symbol;Acc:28587]",-0.070545051,0.968863923,"cortical organoid","Urresti et al. 2021","ENSG00000169122","No"
"11137","IRGQ","immunity-related GTPase family, Q [Source:HGNC Symbol;Acc:24868]",-0.086097128,0.905767708,"cortical organoid","Urresti et al. 2021","ENSG00000167378","No"
"11138","FDFT1","farnesyl-diphosphate farnesyltransferase 1 [Source:HGNC Symbol;Acc:3629]",0.07269329,0.985437516,"cortical organoid","Urresti et al. 2021","ENSG00000079459","No"
"11139","SULT1C4","sulfotransferase family, cytosolic, 1C, member 4 [Source:HGNC Symbol;Acc:11457]",0.131086786,0.96603581,"cortical organoid","Urresti et al. 2021","ENSG00000198075","No"
"11140","PI4K2B","phosphatidylinositol 4-kinase type 2 beta [Source:HGNC Symbol;Acc:18215]",-0.111949658,0.967895046,"cortical organoid","Urresti et al. 2021","ENSG00000038210","No"
"11141","MAGED4","melanoma antigen family D, 4 [Source:HGNC Symbol;Acc:23793]",-0.162724627,0.799084904,"cortical organoid","Urresti et al. 2021","ENSG00000154545","No"
"11142","HOOK1","hook microtubule-tethering protein 1 [Source:HGNC Symbol;Acc:19884]",0.240916041,0.929084907,"cortical organoid","Urresti et al. 2021","ENSG00000134709","No"
"11143","EXOC6","exocyst complex component 6 [Source:HGNC Symbol;Acc:23196]",0.07523243,0.966104446,"cortical organoid","Urresti et al. 2021","ENSG00000138190","No"
"11144","PRDM11","PR domain containing 11 [Source:HGNC Symbol;Acc:13996]",0.120431722,0.949989794,"cortical organoid","Urresti et al. 2021","ENSG00000019485","No"
"11145","KLHL18","kelch-like family member 18 [Source:HGNC Symbol;Acc:29120]",0.030942285,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000114648","No"
"11146","UBE2I","ubiquitin-conjugating enzyme E2I [Source:HGNC Symbol;Acc:12485]",0.05228005,0.970164295,"cortical organoid","Urresti et al. 2021","ENSG00000103275","No"
"11147","RASSF4","Ras association (RalGDS/AF-6) domain family member 4 [Source:HGNC Symbol;Acc:20793]",-0.120326317,0.926780478,"cortical organoid","Urresti et al. 2021","ENSG00000107551","No"
"11148","LRRC49","leucine rich repeat containing 49 [Source:HGNC Symbol;Acc:25965]",-0.078892635,0.912007987,"cortical organoid","Urresti et al. 2021","ENSG00000137821","No"
"11149","SLC6A6","solute carrier family 6 (neurotransmitter transporter), member 6 [Source:HGNC Symbol;Acc:11052]",0.222481384,0.91621456,"cortical organoid","Urresti et al. 2021","ENSG00000131389","No"
"11150","KCNIP2","Kv channel interacting protein 2 [Source:HGNC Symbol;Acc:15522]",0.591534421,0.770544869,"cortical organoid","Urresti et al. 2021","ENSG00000120049","No"
"11151","CNPY2","canopy FGF signaling regulator 2 [Source:HGNC Symbol;Acc:13529]",-0.087690944,0.943160948,"cortical organoid","Urresti et al. 2021","ENSG00000257727","No"
"11152","ADAR","adenosine deaminase, RNA-specific [Source:HGNC Symbol;Acc:225]",-0.005845151,0.997125235,"cortical organoid","Urresti et al. 2021","ENSG00000160710","No"
"11153","ACADSB","acyl-CoA dehydrogenase, short/branched chain [Source:HGNC Symbol;Acc:91]",0.027175175,0.991804263,"cortical organoid","Urresti et al. 2021","ENSG00000196177","No"
"11154","DENND6A","DENN/MADD domain containing 6A [Source:HGNC Symbol;Acc:26635]",0.008603049,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000174839","No"
"11155","RP11-252A24.2","",0.022898162,0.997125235,"cortical organoid","Urresti et al. 2021","ENSG00000214331","No"
"11156","SIGMAR1","sigma non-opioid intracellular receptor 1 [Source:HGNC Symbol;Acc:8157]",-0.117837833,0.901712446,"cortical organoid","Urresti et al. 2021","ENSG00000147955","No"
"11157","UBQLN2","ubiquilin 2 [Source:HGNC Symbol;Acc:12509]",0.024670324,0.99200772,"cortical organoid","Urresti et al. 2021","ENSG00000188021","No"
"11158","THADA","thyroid adenoma associated [Source:HGNC Symbol;Acc:19217]",-0.055557574,0.970164295,"cortical organoid","Urresti et al. 2021","ENSG00000115970","No"
"11159","ZSCAN25","zinc finger and SCAN domain containing 25 [Source:HGNC Symbol;Acc:21961]",0.047598632,0.968973938,"cortical organoid","Urresti et al. 2021","ENSG00000197037","No"
"11160","DDR1","discoidin domain receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:2730]",-0.181406318,0.794802813,"cortical organoid","Urresti et al. 2021","ENSG00000204580","No"
"11161","IQCD","IQ motif containing D [Source:HGNC Symbol;Acc:25168]",-0.132726306,0.968973938,"cortical organoid","Urresti et al. 2021","ENSG00000166578","No"
"11162","IFT81","intraflagellar transport 81 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:14313]",-0.107758469,0.920021747,"cortical organoid","Urresti et al. 2021","ENSG00000122970","No"
"11163","SMDT1","single-pass membrane protein with aspartate-rich tail 1 [Source:HGNC Symbol;Acc:25055]",-0.085285107,0.953253367,"cortical organoid","Urresti et al. 2021","ENSG00000183172","No"
"11164","NDUFAF3","NADH dehydrogenase (ubiquinone) complex I, assembly factor 3 [Source:HGNC Symbol;Acc:29918]",0.02659592,0.989225322,"cortical organoid","Urresti et al. 2021","ENSG00000178057","No"
"11165","RP11-792A8.4","",-0.185119565,0.91126177,"cortical organoid","Urresti et al. 2021","ENSG00000272831","No"
"11166","SHANK3","SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:14294]",0.166179971,0.868513916,"cortical organoid","Urresti et al. 2021","ENSG00000251322","No"
"11167","FAM219A","family with sequence similarity 219, member A [Source:HGNC Symbol;Acc:19920]",0.007841819,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000164970","No"
"11168","BBS7","Bardet-Biedl syndrome 7 [Source:HGNC Symbol;Acc:18758]",-0.042450523,0.984534482,"cortical organoid","Urresti et al. 2021","ENSG00000138686","No"
"11169","CLPP","caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:HGNC Symbol;Acc:2084]",-0.076305915,0.935198488,"cortical organoid","Urresti et al. 2021","ENSG00000125656","No"
"11170","RNU4-1","RNA, U4 small nuclear 1 [Source:HGNC Symbol;Acc:10192]",0.510293421,0.926780478,"cortical organoid","Urresti et al. 2021","ENSG00000200795","No"
"11171","HIGD2A","HIG1 hypoxia inducible domain family, member 2A [Source:HGNC Symbol;Acc:28311]",-0.073552933,0.967598672,"cortical organoid","Urresti et al. 2021","ENSG00000146066","No"
"11172","TYW1B","tRNA-yW synthesizing protein 1 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:33908]",-0.064673658,0.992890015,"cortical organoid","Urresti et al. 2021","ENSG00000254184","No"
"11173","MBTD1","mbt domain containing 1 [Source:HGNC Symbol;Acc:19866]",-0.096137139,0.912658326,"cortical organoid","Urresti et al. 2021","ENSG00000011258","No"
"11174","EPHB6","EPH receptor B6 [Source:HGNC Symbol;Acc:3396]",0.0129842,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000106123","No"
"11175","BMP1","bone morphogenetic protein 1 [Source:HGNC Symbol;Acc:1067]",0.008678743,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000168487","No"
"11176","AGO1","argonaute RISC catalytic component 1 [Source:HGNC Symbol;Acc:3262]",-0.115253047,0.836602066,"cortical organoid","Urresti et al. 2021","ENSG00000092847","No"
"11177","ZNF141","zinc finger protein 141 [Source:HGNC Symbol;Acc:12926]",-0.025370021,0.992461309,"cortical organoid","Urresti et al. 2021","ENSG00000131127","No"
"11178","COQ4","coenzyme Q4 [Source:HGNC Symbol;Acc:19693]",0.030899811,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000167113","No"
"11179","RLTPR","RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing [Source:HGNC Symbol;Acc:27089]",0.062097533,0.985857861,"cortical organoid","Urresti et al. 2021","ENSG00000159753","No"
"11180","ARIH1","ariadne RBR E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:689]",0.030974063,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000166233","No"
"11181","KCNJ3","potassium inwardly-rectifying channel, subfamily J, member 3 [Source:HGNC Symbol;Acc:6264]",0.195477492,0.935198488,"cortical organoid","Urresti et al. 2021","ENSG00000162989","No"
"11182","POGLUT1","protein O-glucosyltransferase 1 [Source:HGNC Symbol;Acc:22954]",-0.043332029,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000163389","No"
"11183","ZC3H11A","zinc finger CCCH-type containing 11A [Source:HGNC Symbol;Acc:29093]",0.023504591,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000058673","No"
"11184","RP11-121C2.2","",0.05966033,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000259959","No"
"11185","KIAA0430","KIAA0430 [Source:HGNC Symbol;Acc:29562]",-0.021006754,0.988363733,"cortical organoid","Urresti et al. 2021","ENSG00000166783","No"
"11186","RPS17L","ribosomal protein S17-like [Source:HGNC Symbol;Acc:40029]",-0.825068198,0.966104446,"cortical organoid","Urresti et al. 2021","ENSG00000182774","No"
"11187","TSPYL4","TSPY-like 4 [Source:HGNC Symbol;Acc:21559]",-0.000830611,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000187189","No"
"11188","STXBP4","syntaxin binding protein 4 [Source:HGNC Symbol;Acc:19694]",-0.14406421,0.876739263,"cortical organoid","Urresti et al. 2021","ENSG00000166263","No"
"11189","RP4-666F24.3","",0.410019594,0.951723022,"cortical organoid","Urresti et al. 2021","ENSG00000233730","No"
"11190","NOS1AP","nitric oxide synthase 1 (neuronal) adaptor protein [Source:HGNC Symbol;Acc:16859]",0.209722629,0.912658326,"cortical organoid","Urresti et al. 2021","ENSG00000198929","No"
"11191","GRB10","growth factor receptor-bound protein 10 [Source:HGNC Symbol;Acc:4564]",-0.117644818,0.931740982,"cortical organoid","Urresti et al. 2021","ENSG00000106070","No"
"11192","CDH6","cadherin 6, type 2, K-cadherin (fetal kidney) [Source:HGNC Symbol;Acc:1765]",-0.044995915,0.997108109,"cortical organoid","Urresti et al. 2021","ENSG00000113361","No"
"11193","VPS13B","vacuolar protein sorting 13 homolog B (yeast) [Source:HGNC Symbol;Acc:2183]",0.014080167,0.996858102,"cortical organoid","Urresti et al. 2021","ENSG00000132549","No"
"11194","TXNDC12","thioredoxin domain containing 12 (endoplasmic reticulum) [Source:HGNC Symbol;Acc:24626]",0.026046329,0.982847976,"cortical organoid","Urresti et al. 2021","ENSG00000117862","No"
"11195","RP11-314B1.2","",-0.086826695,0.968973938,"cortical organoid","Urresti et al. 2021","ENSG00000273301","No"
"11196","RAB5B","RAB5B, member RAS oncogene family [Source:HGNC Symbol;Acc:9784]",0.033512818,0.985857861,"cortical organoid","Urresti et al. 2021","ENSG00000111540","No"
"11197","FAM214A","family with sequence similarity 214, member A [Source:HGNC Symbol;Acc:25609]",0.018778977,0.994761296,"cortical organoid","Urresti et al. 2021","ENSG00000047346","No"
"11198","RAB7A","RAB7A, member RAS oncogene family [Source:HGNC Symbol;Acc:9788]",0.068240977,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000075785","No"
"11199","SMC2","structural maintenance of chromosomes 2 [Source:HGNC Symbol;Acc:14011]",0.053055966,0.984926488,"cortical organoid","Urresti et al. 2021","ENSG00000136824","No"
"11200","ZNF491","zinc finger protein 491 [Source:HGNC Symbol;Acc:23706]",-0.010865023,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000177599","No"
"11201","AREL1","apoptosis resistant E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:20363]",-0.134352483,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000119682","No"
"11202","MRPL45","mitochondrial ribosomal protein L45 [Source:HGNC Symbol;Acc:16651]",-0.067220553,0.944193283,"cortical organoid","Urresti et al. 2021","ENSG00000174100","No"
"11203","TTC7A","tetratricopeptide repeat domain 7A [Source:HGNC Symbol;Acc:19750]",-0.021100945,0.989225322,"cortical organoid","Urresti et al. 2021","ENSG00000068724","No"
"11204","ATP6V1F","ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F [Source:HGNC Symbol;Acc:16832]",-0.082439597,0.917484946,"cortical organoid","Urresti et al. 2021","ENSG00000128524","No"
"11205","AARSD1","alanyl-tRNA synthetase domain containing 1 [Source:HGNC Symbol;Acc:28417]",-0.058750519,0.934615808,"cortical organoid","Urresti et al. 2021","ENSG00000266967","No"
"11206","FUS","fused in sarcoma [Source:HGNC Symbol;Acc:4010]",0.270179443,0.91126177,"cortical organoid","Urresti et al. 2021","ENSG00000089280","No"
"11207","FH","fumarate hydratase [Source:HGNC Symbol;Acc:3700]",-0.059353252,0.965266137,"cortical organoid","Urresti et al. 2021","ENSG00000091483","No"
"11208","FAM227A","family with sequence similarity 227, member A [Source:HGNC Symbol;Acc:44197]",0.023268465,0.996399588,"cortical organoid","Urresti et al. 2021","ENSG00000184949","No"
"11209","TRAPPC12","trafficking protein particle complex 12 [Source:HGNC Symbol;Acc:24284]",0.027537245,0.99200772,"cortical organoid","Urresti et al. 2021","ENSG00000171853","No"
"11210","LMBR1L","limb development membrane protein 1-like [Source:HGNC Symbol;Acc:18268]",-0.036478767,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000139636","No"
"11211","ANKRD13D","ankyrin repeat domain 13 family, member D [Source:HGNC Symbol;Acc:27880]",-0.018767649,0.990540059,"cortical organoid","Urresti et al. 2021","ENSG00000172932","No"
"11212","KANSL1","KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:24565]",0.11346392,0.923328172,"cortical organoid","Urresti et al. 2021","ENSG00000120071","No"
"11213","C14orf1","chromosome 14 open reading frame 1 [Source:HGNC Symbol;Acc:1187]",-0.030638132,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000133935","No"
"11214","RPP25","ribonuclease P/MRP 25kDa subunit [Source:HGNC Symbol;Acc:30361]",-0.040273895,0.996858102,"cortical organoid","Urresti et al. 2021","ENSG00000178718","No"
"11215","RANBP1","RAN binding protein 1 [Source:HGNC Symbol;Acc:9847]",0.010828358,0.994919788,"cortical organoid","Urresti et al. 2021","ENSG00000099901","No"
"11216","RP11-152F13.7","",0.148922574,0.979998899,"cortical organoid","Urresti et al. 2021","ENSG00000259328","No"
"11217","RBM41","RNA binding motif protein 41 [Source:HGNC Symbol;Acc:25617]",-0.013950442,0.997108109,"cortical organoid","Urresti et al. 2021","ENSG00000089682","No"
"11218","RNF138","ring finger protein 138, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:17765]",0.036844377,0.984534482,"cortical organoid","Urresti et al. 2021","ENSG00000134758","No"
"11219","C2orf42","chromosome 2 open reading frame 42 [Source:HGNC Symbol;Acc:26056]",0.045673456,0.984506152,"cortical organoid","Urresti et al. 2021","ENSG00000115998","No"
"11220","MATK","megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:6906]",0.280631711,0.912658326,"cortical organoid","Urresti et al. 2021","ENSG00000007264","No"
"11221","NDN","necdin, melanoma antigen (MAGE) family member [Source:HGNC Symbol;Acc:7675]",-0.064263983,0.972991619,"cortical organoid","Urresti et al. 2021","ENSG00000182636","No"
"11222","PMPCB","peptidase (mitochondrial processing) beta [Source:HGNC Symbol;Acc:9119]",0.017705427,0.991082891,"cortical organoid","Urresti et al. 2021","ENSG00000105819","No"
"11223","PCYOX1L","prenylcysteine oxidase 1 like [Source:HGNC Symbol;Acc:28477]",-0.02173472,0.990675033,"cortical organoid","Urresti et al. 2021","ENSG00000145882","No"
"11224","LEPROTL1","leptin receptor overlapping transcript-like 1 [Source:HGNC Symbol;Acc:6555]",-0.029292857,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000104660","No"
"11225","ZCRB1","zinc finger CCHC-type and RNA binding motif 1 [Source:HGNC Symbol;Acc:29620]",0.02576745,0.988363733,"cortical organoid","Urresti et al. 2021","ENSG00000139168","No"
"11226","MED22","mediator complex subunit 22 [Source:HGNC Symbol;Acc:11477]",0.062542546,0.966104446,"cortical organoid","Urresti et al. 2021","ENSG00000148297","No"
"11227","RP11-543P15.1","",-0.256809203,0.912658326,"cortical organoid","Urresti et al. 2021","ENSG00000227081","No"
"11228","RP11-119F19.2","",-0.123453721,0.958240755,"cortical organoid","Urresti et al. 2021","ENSG00000226381","No"
"11229","DPY19L4","dpy-19-like 4 (C. elegans) [Source:HGNC Symbol;Acc:27829]",-0.002758628,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000156162","No"
"11230","UBA5","ubiquitin-like modifier activating enzyme 5 [Source:HGNC Symbol;Acc:23230]",-0.010461924,0.995537101,"cortical organoid","Urresti et al. 2021","ENSG00000081307","No"
"11231","CCNH","cyclin H [Source:HGNC Symbol;Acc:1594]",0.008673234,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000134480","No"
"11232","TRAPPC4","trafficking protein particle complex 4 [Source:HGNC Symbol;Acc:19943]",0.09462068,0.91565484,"cortical organoid","Urresti et al. 2021","ENSG00000196655","No"
