ENSEMBL ID,HGNC Symbol,Gene Biotype,Description,log2(FC) DUP vs DEL,"P value, DUP vs DEL","FDR-adjusted P value, DUP vs DEL",log2(FC) DUP vs CTL,"P value, DUP vs CTL","FDR-adjusted P value, DUP vs CTL",log2(FC) DEL vs CTL,"P value, DEL vs CTL","FDR-adjusted P value, DEL vs CTL"
ENSG00000163331,DAPL1,protein_coding,death associated protein-like 1 [Source:HGNC Symbol;Acc:21490],-0.070988756,0.920871497,0.975406519,-0.508900265,0.397128266,0.781293811,-0.43791151,0.392488855,0.934283467
ENSG00000248527,MTATP6P1,pseudogene,mitochondrially encoded ATP synthase 6 pseudogene 1 [Source:HGNC Symbol;Acc:44575],0.03628042,0.921114118,0.975406519,0.170454521,0.556449107,0.866245422,0.134174101,0.632983636,0.979155264
ENSG00000135213,POM121C,protein_coding,POM121 transmembrane nucleoporin C [Source:HGNC Symbol;Acc:34005],0.027929307,0.921143531,0.975406519,0.266852657,0.254836352,0.678335599,0.23892335,0.251599559,0.912658326
ENSG00000228253,MT-ATP8,protein_coding,mitochondrially encoded ATP synthase 8 [Source:HGNC Symbol;Acc:7415],0.040772299,0.921282912,0.975406519,0.405974643,0.207716354,0.631661914,0.365202344,0.264733188,0.915621622
ENSG00000172530,BANP,protein_coding,BTG3 associated nuclear protein [Source:HGNC Symbol;Acc:13450],-0.017235339,0.921289443,0.975406519,-0.089929107,0.536543307,0.856042427,-0.072693768,0.562274652,0.968952185
ENSG00000100644,HIF1A,protein_coding,"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor) [Source:HGNC Symbol;Acc:4910]",-0.012345922,0.9213387,0.975406519,-0.126250546,0.227321562,0.652346923,-0.113904624,0.215020744,0.907725041
ENSG00000265148,BZRAP1-AS1,antisense,BZRAP1 antisense RNA 1 [Source:HGNC Symbol;Acc:44148],0.023700524,0.921366171,0.975406519,-0.032872247,0.868823118,0.973893429,-0.056572771,0.743697288,0.985857861
ENSG00000186814,ZSCAN30,protein_coding,zinc finger and SCAN domain containing 30 [Source:HGNC Symbol;Acc:33517],0.013850967,0.921402037,0.975406519,0.035315089,0.759914505,0.943472625,0.021464123,0.83360717,0.992338652
ENSG00000163659,TIPARP,protein_coding,TCDD-inducible poly(ADP-ribose) polymerase [Source:HGNC Symbol;Acc:23696],0.021481821,0.921424645,0.975406519,0.040596468,0.819985638,0.962746264,0.019114647,0.90456516,0.997108109
ENSG00000143443,C1orf56,protein_coding,chromosome 1 open reading frame 56 [Source:HGNC Symbol;Acc:26045],-0.022120144,0.921654866,0.975574224,-0.136446371,0.449864083,0.815526658,-0.114326227,0.502379557,0.964856363
ENSG00000082641,NFE2L1,protein_coding,"nuclear factor, erythroid 2-like 1 [Source:HGNC Symbol;Acc:7781]",0.014359546,0.921743142,0.975591666,-0.187121772,0.129230449,0.542257605,-0.201481318,0.064976295,0.794802813
ENSG00000198888,MT-ND1,protein_coding,mitochondrially encoded NADH dehydrogenase 1 [Source:HGNC Symbol;Acc:7455],0.038137395,0.922000027,0.975732419,-0.022340582,0.942120979,0.986820871,-0.060477977,0.838984817,0.992461309
ENSG00000116285,ERRFI1,protein_coding,ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:18185],0.019179534,0.922019743,0.975732419,0.143691331,0.380996173,0.773375559,0.124511797,0.378880045,0.929084907
ENSG00000164291,ARSK,protein_coding,"arylsulfatase family, member K [Source:HGNC Symbol;Acc:25239]",-0.023314232,0.922533208,0.976125977,0.1020886,0.600882708,0.882805294,0.125402832,0.48162071,0.960226453
ENSG00000163029,SMC6,protein_coding,structural maintenance of chromosomes 6 [Source:HGNC Symbol;Acc:20466],0.013540751,0.922655876,0.976125977,-0.026099426,0.818926314,0.962276473,-0.039640177,0.698963935,0.984582953
ENSG00000186409,CCDC30,protein_coding,coiled-coil domain containing 30 [Source:HGNC Symbol;Acc:26103],0.013821738,0.922725314,0.976125977,0.116541215,0.31599115,0.725411191,0.102719476,0.336857298,0.922035779
ENSG00000120333,MRPS14,protein_coding,mitochondrial ribosomal protein S14 [Source:HGNC Symbol;Acc:14049],-0.012845671,0.92278084,0.976125977,-0.131719502,0.234538556,0.657010009,-0.118873832,0.221952231,0.91126177
ENSG00000149050,ZNF214,protein_coding,zinc finger protein 214 [Source:HGNC Symbol;Acc:13006],-0.016210228,0.922821575,0.976125977,-0.053308267,0.69926233,0.920560229,-0.03709804,0.760353375,0.985857861
ENSG00000257267,ZNF271,pseudogene,zinc finger protein 271 [Source:HGNC Symbol;Acc:13065],0.01390601,0.922855727,0.976125977,-0.047852301,0.686560038,0.91658261,-0.061758311,0.554388917,0.968381104
ENSG00000160284,SPATC1L,protein_coding,spermatogenesis and centriole associated 1-like [Source:HGNC Symbol;Acc:1298],-0.047330082,0.922894497,0.976125977,0.097322643,0.805800689,0.958667578,0.144652725,0.690998454,0.984582953
ENSG00000266402,SNORA76,lincRNA,"small nucleolar RNA, H/ACA box 76 [Source:HGNC Symbol;Acc:32662]",-0.050930211,0.923070311,0.976227241,-0.148620365,0.722187176,0.926903747,-0.097690153,0.808070042,0.990800914
ENSG00000126947,ARMCX1,protein_coding,"armadillo repeat containing, X-linked 1 [Source:HGNC Symbol;Acc:18073]",0.018481662,0.923134276,0.976227241,0.05379687,0.736306048,0.93330241,0.035315209,0.796526072,0.989225322
ENSG00000128266,GNAZ,protein_coding,"guanine nucleotide binding protein (G protein), alpha z polypeptide [Source:HGNC Symbol;Acc:4395]",-0.013768344,0.923222911,0.976227241,-0.111455124,0.355763498,0.753211968,-0.09768678,0.338469696,0.922035779
ENSG00000009413,REV3L,protein_coding,"REV3-like, polymerase (DNA directed), zeta, catalytic subunit [Source:HGNC Symbol;Acc:9968]",0.018115707,0.923292505,0.976227241,0.069680392,0.655342665,0.904014887,0.051564684,0.704093144,0.984582953
ENSG00000213123,TCTEX1D2,protein_coding,Tctex1 domain containing 2 [Source:HGNC Symbol;Acc:28482],-0.014596264,0.923349463,0.976227241,-0.045353696,0.71964586,0.926903747,-0.030757433,0.777242249,0.988331355
ENSG00000256229,ZNF486,protein_coding,zinc finger protein 486 [Source:HGNC Symbol;Acc:20807],0.016530149,0.92373956,0.976474753,-0.13628529,0.345088419,0.747037668,-0.152815439,0.225181577,0.91126177
ENSG00000197093,GAL3ST4,protein_coding,galactose-3-O-sulfotransferase 4 [Source:HGNC Symbol;Acc:24145],0.02284542,0.923832768,0.976474753,-0.187685565,0.35746137,0.755052219,-0.210530986,0.212799018,0.906430427
ENSG00000173598,NUDT4,protein_coding,nudix (nucleoside diphosphate linked moiety X)-type motif 4 [Source:HGNC Symbol;Acc:8051],0.01805581,0.923959602,0.976474753,0.043554381,0.780552251,0.950201038,0.025498571,0.85226565,0.993154487
ENSG00000155330,C16orf87,protein_coding,chromosome 16 open reading frame 87 [Source:HGNC Symbol;Acc:33754],-0.012551698,0.924015275,0.976474753,-0.027875263,0.801628722,0.957275637,-0.015323564,0.868406592,0.995393412
ENSG00000110628,SLC22A18,protein_coding,"solute carrier family 22, member 18 [Source:HGNC Symbol;Acc:10964]",0.036215715,0.924043222,0.976474753,0.135475805,0.666955925,0.908726537,0.099260089,0.717613707,0.984582953
ENSG00000196646,ZNF136,protein_coding,zinc finger protein 136 [Source:HGNC Symbol;Acc:12920],0.014738256,0.92409396,0.976474753,0.099392212,0.448540533,0.814234563,0.084653956,0.437971367,0.94901816
ENSG00000162961,DPY30,protein_coding,dpy-30 homolog (C. elegans) [Source:HGNC Symbol;Acc:24590],-0.012066475,0.924160319,0.976474753,0.049835774,0.630605009,0.89761794,0.061902249,0.508340726,0.965266137
ENSG00000155511,GRIA1,protein_coding,"glutamate receptor, ionotropic, AMPA 1 [Source:HGNC Symbol;Acc:4571]",-0.051149216,0.924187001,0.976474753,0.068430016,0.881711825,0.975207773,0.119579233,0.745783835,0.985857861
ENSG00000160299,PCNT,protein_coding,pericentrin [Source:HGNC Symbol;Acc:16068],-0.009132588,0.924230336,0.976474753,0.043028264,0.590956919,0.879509597,0.052160851,0.450839296,0.953172631
ENSG00000071051,NCK2,protein_coding,NCK adaptor protein 2 [Source:HGNC Symbol;Acc:7665],-0.023101176,0.924444536,0.976566062,-0.118476661,0.558716765,0.867223645,-0.095375486,0.587350738,0.970164295
ENSG00000197045,GMFB,protein_coding,"glia maturation factor, beta [Source:HGNC Symbol;Acc:4373]",0.012978807,0.924460499,0.976566062,-0.071938323,0.527262137,0.850458589,-0.084917129,0.392539322,0.934283467
ENSG00000196636,ACN9,protein_coding,ACN9 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21752],0.014591433,0.92456791,0.976594141,0.041008637,0.738351789,0.934053446,0.026417203,0.821104714,0.991804263
ENSG00000196591,HDAC2,protein_coding,histone deacetylase 2 [Source:HGNC Symbol;Acc:4853],0.008197517,0.92473348,0.976594141,-0.028712172,0.689674291,0.917970579,-0.03690969,0.556786616,0.968863923
ENSG00000257949,TEN1,protein_coding,TEN1 CST complex subunit [Source:HGNC Symbol;Acc:37242],-0.056702315,0.924833813,0.976594141,-0.087649768,0.857547556,0.970616812,-0.030947453,0.94448818,0.99744829
ENSG00000139146,FAM60A,protein_coding,"family with sequence similarity 60, member A [Source:HGNC Symbol;Acc:30702]",-0.014694321,0.924945226,0.976594141,-0.182468151,0.163825816,0.589061972,-0.16777383,0.145439811,0.868513916
ENSG00000103449,SALL1,protein_coding,spalt-like transcription factor 1 [Source:HGNC Symbol;Acc:10524],0.065234434,0.924951196,0.976594141,0.024159098,0.967014915,0.992958765,-0.041075336,0.932602728,0.99744829
ENSG00000140463,BBS4,protein_coding,Bardet-Biedl syndrome 4 [Source:HGNC Symbol;Acc:969],-0.011854618,0.925015406,0.976594141,-0.10766601,0.303106244,0.71548166,-0.095811393,0.301028074,0.916507195
ENSG00000105221,AKT2,protein_coding,v-akt murine thymoma viral oncogene homolog 2 [Source:HGNC Symbol;Acc:392],0.012174495,0.92502381,0.976594141,-0.028642089,0.78773902,0.953394727,-0.040816585,0.665471156,0.984390039
ENSG00000185340,GAS2L1,protein_coding,growth arrest-specific 2 like 1 [Source:HGNC Symbol;Acc:16955],-0.017566621,0.925132537,0.976594141,0.140773223,0.348806934,0.749073934,0.158339844,0.268092088,0.915621622
ENSG00000154511,FAM69A,protein_coding,"family with sequence similarity 69, member A [Source:HGNC Symbol;Acc:32213]",0.018972745,0.925133926,0.976594141,0.107259678,0.527474859,0.850458589,0.088286932,0.538804331,0.967895046
ENSG00000182944,EWSR1,protein_coding,EWS RNA-binding protein 1 [Source:HGNC Symbol;Acc:3508],-0.009063363,0.925314654,0.976709044,-0.028071694,0.725254524,0.928476067,-0.019008331,0.786205037,0.988363733
ENSG00000061987,MON2,protein_coding,MON2 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29177],-0.011693697,0.925428342,0.976753171,0.012403964,0.904594792,0.978921092,0.024097661,0.789107752,0.988363733
ENSG00000151778,SERP2,protein_coding,stress-associated endoplasmic reticulum protein family member 2 [Source:HGNC Symbol;Acc:20607],0.06763008,0.925552983,0.976778543,0.056723193,0.927795154,0.984374214,-0.010906887,0.982120654,0.99915002
ENSG00000168827,GFM1,protein_coding,"G elongation factor, mitochondrial 1 [Source:HGNC Symbol;Acc:13780]",0.009654145,0.925610867,0.976778543,-0.072276581,0.401016457,0.784003724,-0.081930726,0.277852273,0.916507195
ENSG00000139438,FAM222A,protein_coding,"family with sequence similarity 222, member A [Source:HGNC Symbol;Acc:25915]",0.024321628,0.925668038,0.976778543,-0.029947949,0.887777171,0.975793808,-0.054269577,0.777921152,0.988331355
ENSG00000180822,PSMG4,protein_coding,"proteasome (prosome, macropain) assembly chaperone 4 [Source:HGNC Symbol;Acc:21108]",-0.021388774,0.925871991,0.976824822,0.146646305,0.443635645,0.812196328,0.168035079,0.315034888,0.917484946
ENSG00000167524,SGK494,protein_coding,uncharacterized serine/threonine-protein kinase SgK494  [Source:RefSeq peptide;Acc:NP_001274136],0.032536654,0.925938047,0.976824822,-0.059162271,0.846521997,0.96975165,-0.091698925,0.692063392,0.984582953
ENSG00000137098,SPAG8,protein_coding,sperm associated antigen 8 [Source:HGNC Symbol;Acc:14105],0.025938137,0.925964128,0.976824822,-0.006340465,0.975365576,0.994297164,-0.032278601,0.88727901,0.997108109
ENSG00000229018,RP11-313P13.3,pseudogene,,0.037783762,0.925999451,0.976824822,0.44701917,0.206984273,0.631661914,0.409235408,0.148033785,0.868564525
ENSG00000131080,EDA2R,protein_coding,ectodysplasin A2 receptor [Source:HGNC Symbol;Acc:17756],0.01536999,0.926087706,0.976842086,-0.220906875,0.106816697,0.506059957,-0.236276865,0.063958681,0.794802813
ENSG00000119771,KLHL29,protein_coding,kelch-like family member 29 [Source:HGNC Symbol;Acc:29404],0.023401781,0.926223358,0.976909337,0.210682769,0.313135482,0.723585121,0.187280988,0.315913302,0.917484946
ENSG00000157911,PEX10,protein_coding,peroxisomal biogenesis factor 10 [Source:HGNC Symbol;Acc:8851],0.012539875,0.926307438,0.976922188,-0.005305472,0.961904402,0.991653967,-0.017845347,0.857220462,0.99391528
ENSG00000183628,DGCR6,protein_coding,DiGeorge syndrome critical region gene 6 [Source:HGNC Symbol;Acc:2846],0.021784022,0.926593452,0.977147988,0.121307934,0.532946829,0.854019771,0.099523912,0.565749843,0.968973938
ENSG00000114993,RTKN,protein_coding,rhotekin [Source:HGNC Symbol;Acc:10466],-0.019128422,0.926761146,0.977248987,0.076019675,0.635032697,0.898293701,0.095148097,0.561975612,0.968952185
ENSG00000144040,SFXN5,protein_coding,sideroflexin 5 [Source:HGNC Symbol;Acc:16073],0.027065002,0.926904188,0.977281274,-0.107518676,0.661857966,0.9065716,-0.134583678,0.52571496,0.966104446
ENSG00000168852,TPTE2P5,pseudogene,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 5 [Source:HGNC Symbol;Acc:42356],-0.052427006,0.926935609,0.977281274,0.079895118,0.867025079,0.973651141,0.132322124,0.74573236,0.985857861
ENSG00000198843,SELT,protein_coding,Selenoprotein T  [Source:UniProtKB/Swiss-Prot;Acc:P62341],0.008502523,0.927105713,0.97738478,-0.060629401,0.433659511,0.806072941,-0.069131924,0.306459671,0.916507195
ENSG00000136237,RAPGEF5,protein_coding,Rap guanine nucleotide exchange factor (GEF) 5 [Source:HGNC Symbol;Acc:16862],0.02934211,0.927299335,0.97746958,-0.091199864,0.739918161,0.934865609,-0.120541975,0.587031181,0.970164295
ENSG00000270006,RP11-178L8.7,antisense,,0.055973966,0.927384338,0.97746958,0.249026535,0.622949926,0.894456285,0.193052569,0.666100425,0.984506152
ENSG00000198826,ARHGAP11A,protein_coding,Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:15783],0.026541611,0.92740196,0.97746958,0.257401468,0.305928391,0.717650975,0.230859857,0.254065163,0.912658326
ENSG00000072182,ASIC4,protein_coding,acid-sensing (proton-gated) ion channel family member 4 [Source:HGNC Symbol;Acc:21263],-0.067965744,0.927595949,0.977598212,-0.165667076,0.799484523,0.956284833,-0.097701332,0.843802423,0.992461309
ENSG00000226137,BAIAP2-AS1,lincRNA,BAIAP2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:44342],-0.014823065,0.927770515,0.977706357,-0.091575569,0.501900991,0.837162451,-0.076752504,0.514860165,0.966104446
ENSG00000146281,PM20D2,protein_coding,peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:21408],-0.025628696,0.927932813,0.977801556,-0.017697318,0.938505901,0.986367547,0.007931378,0.969933875,0.99915002
ENSG00000198298,ZNF485,protein_coding,zinc finger protein 485 [Source:HGNC Symbol;Acc:23440],0.019461503,0.928186363,0.977870838,0.132714081,0.463813757,0.819231532,0.113252578,0.463929799,0.956337357
ENSG00000266714,MYO15B,protein_coding,myosin XVB pseudogene [Source:HGNC Symbol;Acc:14083],-0.052859708,0.928187203,0.977870838,0.71566731,0.13475233,0.548043898,0.768527018,0.090749367,0.816213988
ENSG00000238035,AC138035.2,lincRNA,,0.049072565,0.928252138,0.977870838,-0.707769266,0.118569835,0.526572553,-0.75684183,0.06822091,0.794802813
ENSG00000249456,RP11-298J20.4,sense_overlapping,,0.024008545,0.928286425,0.977870838,0.052264283,0.816130016,0.961134916,0.028255738,0.880289213,0.997108109
ENSG00000171649,ZIK1,protein_coding,zinc finger protein interacting with K protein 1 [Source:HGNC Symbol;Acc:33104],0.009749616,0.92840371,0.977897488,0.104829469,0.245613235,0.668280465,0.095079852,0.235149852,0.91126177
ENSG00000134086,VHL,protein_coding,"von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:12687]",-0.009376503,0.928455658,0.977897488,-0.039611056,0.648078029,0.901546194,-0.030234554,0.687714557,0.984582953
ENSG00000164898,C7orf55,protein_coding,chromosome 7 open reading frame 55 [Source:HGNC Symbol;Acc:26946],-0.017299083,0.928649997,0.978024087,-0.160593643,0.315061377,0.724865221,-0.143294561,0.314735539,0.917484946
ENSG00000101608,MYL12A,protein_coding,"myosin, light chain 12A, regulatory, non-sarcomeric [Source:HGNC Symbol;Acc:16701]",0.012010076,0.928719811,0.978024087,0.079992225,0.453825778,0.81661482,0.067982149,0.50836574,0.965266137
ENSG00000107295,SH3GL2,protein_coding,SH3-domain GRB2-like 2 [Source:HGNC Symbol;Acc:10831],0.045110995,0.92881271,0.978029053,-0.078988378,0.858994262,0.970787856,-0.124099373,0.705478967,0.984582953
ENSG00000146282,RARS2,protein_coding,"arginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:21406]",0.00921986,0.928868482,0.978029053,-0.001395,0.986927858,0.995764224,-0.01061486,0.887341865,0.997108109
ENSG00000176595,KBTBD11,protein_coding,kelch repeat and BTB (POZ) domain containing 11 [Source:HGNC Symbol;Acc:29104],0.013012639,0.929056278,0.978075484,0.008651167,0.944333919,0.986820871,-0.004361472,0.965800059,0.99915002
ENSG00000133943,C14orf159,protein_coding,chromosome 14 open reading frame 159 [Source:HGNC Symbol;Acc:20498],-0.017843276,0.92912372,0.978075484,0.029719285,0.856266463,0.970006878,0.047562561,0.746668648,0.985857861
ENSG00000232838,PET117,protein_coding,PET117 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:40045],-0.018278509,0.929128522,0.978075484,-0.052976166,0.756122253,0.941463317,-0.034697656,0.814547003,0.991317929
ENSG00000121413,ZSCAN18,protein_coding,zinc finger and SCAN domain containing 18 [Source:HGNC Symbol;Acc:21037],-0.013892643,0.92921968,0.978079729,-0.002609311,0.983930461,0.99483943,0.011283332,0.920256889,0.99744829
ENSG00000108389,MTMR4,protein_coding,myotubularin related protein 4 [Source:HGNC Symbol;Acc:7452],0.007507587,0.929276517,0.978079729,-0.043365332,0.537999625,0.857115594,-0.050872919,0.405940305,0.939778226
ENSG00000158483,FAM86C1,protein_coding,"family with sequence similarity 86, member C1 [Source:HGNC Symbol;Acc:25561]",-0.019802904,0.929433486,0.978140699,-0.091698139,0.607493697,0.886294749,-0.071895234,0.671590598,0.984506152
ENSG00000125633,CCDC93,protein_coding,coiled-coil domain containing 93 [Source:HGNC Symbol;Acc:25611],0.01075838,0.929547408,0.978140699,-0.020317108,0.841057514,0.968088903,-0.031075488,0.721525881,0.984582953
ENSG00000186020,ZNF529,protein_coding,zinc finger protein 529 [Source:HGNC Symbol;Acc:29328],-0.011292879,0.929565773,0.978140699,0.182720543,0.097572013,0.491222125,0.194013422,0.038319695,0.726828691
ENSG00000180398,MCFD2,protein_coding,multiple coagulation factor deficiency 2 [Source:HGNC Symbol;Acc:18451],-0.009949472,0.929622387,0.978140699,0.076265893,0.414071341,0.792674186,0.086215364,0.296719885,0.916507195
ENSG00000175322,ZNF519,protein_coding,zinc finger protein 519 [Source:HGNC Symbol;Acc:30574],-0.016720796,0.929911974,0.978335201,-0.096368452,0.562499174,0.868549861,-0.079647656,0.527755324,0.966982112
ENSG00000204463,BAG6,protein_coding,BCL2-associated athanogene 6 [Source:HGNC Symbol;Acc:13919],-0.009882665,0.929951241,0.978335201,-0.088686123,0.343865991,0.745921311,-0.078803458,0.336287941,0.921838955
ENSG00000130643,CALY,protein_coding,calcyon neuron-specific vesicular protein [Source:HGNC Symbol;Acc:17938],0.036448462,0.930211248,0.978407085,0.03147583,0.932788481,0.984808433,-0.004972632,0.984697275,0.99915002
ENSG00000088305,DNMT3B,protein_coding,DNA (cytosine-5-)-methyltransferase 3 beta [Source:HGNC Symbol;Acc:2979],-0.026369425,0.9302283,0.978407085,-0.227299988,0.385044289,0.775378232,-0.200930563,0.327460208,0.919279431
ENSG00000157020,SEC13,protein_coding,SEC13 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:10697],0.009308449,0.930235585,0.978407085,0.069399752,0.428707415,0.803154054,0.060091303,0.441657346,0.949989794
ENSG00000161835,GRASP,protein_coding,GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein [Source:HGNC Symbol;Acc:18707],0.024634503,0.930473361,0.978581426,0.275652168,0.224569233,0.649243987,0.251017665,0.248416477,0.912658326
ENSG00000213923,CSNK1E,protein_coding,"casein kinase 1, epsilon [Source:HGNC Symbol;Acc:2453]",-0.008513226,0.930698739,0.978742703,-0.055924446,0.492195408,0.830595033,-0.04741122,0.50338276,0.965040464
ENSG00000106803,SEC61B,protein_coding,Sec61 beta subunit [Source:HGNC Symbol;Acc:16993],0.009160016,0.930825743,0.978780176,0.035309422,0.681725639,0.914170333,0.026149406,0.736876821,0.985437516
ENSG00000170004,CHD3,protein_coding,chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:1918],0.009442802,0.930878437,0.978780176,-0.007940498,0.929739089,0.984808433,-0.0173833,0.825032025,0.99200772
ENSG00000071054,MAP4K4,protein_coding,mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:6866],-0.012589492,0.930990506,0.978822269,-0.149179433,0.221335997,0.647521175,-0.13658994,0.19975416,0.901712446
ENSG00000167562,ZNF701,protein_coding,zinc finger protein 701 [Source:HGNC Symbol;Acc:25597],0.014606051,0.931185131,0.978951146,0.072993086,0.597694269,0.88200149,0.058387034,0.639558097,0.979998899
ENSG00000139880,CDH24,protein_coding,"cadherin 24, type 2 [Source:HGNC Symbol;Acc:14265]",-0.017759689,0.931398464,0.978962591,-0.025723594,0.884440513,0.975386653,-0.007963905,0.954888552,0.997551032
ENSG00000140391,TSPAN3,protein_coding,tetraspanin 3 [Source:HGNC Symbol;Acc:17752],-0.008000803,0.931454698,0.978962591,-0.027473835,0.721018247,0.926903747,-0.019473032,0.772386659,0.98693441
ENSG00000103742,IGDCC4,protein_coding,"immunoglobulin superfamily, DCC subclass, member 4 [Source:HGNC Symbol;Acc:13770]",-0.025835007,0.93146205,0.978962591,0.147891148,0.541191133,0.858545202,0.173726154,0.443076209,0.95013528
ENSG00000174206,C12orf66,protein_coding,chromosome 12 open reading frame 66 [Source:HGNC Symbol;Acc:26517],0.02328841,0.931496116,0.978962591,0.112365087,0.618249755,0.891518377,0.089076677,0.647643964,0.982228575
ENSG00000115170,ACVR1,protein_coding,"activin A receptor, type I [Source:HGNC Symbol;Acc:171]",-0.026854025,0.931556249,0.978962591,0.045037537,0.858350038,0.970702546,0.071891562,0.758007465,0.985857861
ENSG00000126775,ATG14,protein_coding,autophagy related 14 [Source:HGNC Symbol;Acc:19962],0.015279832,0.931779417,0.9790931,-0.105218472,0.48276451,0.825981846,-0.120498304,0.346315153,0.923261679
ENSG00000101974,ATP11C,protein_coding,"ATPase, class VI, type 11C [Source:HGNC Symbol;Acc:13554]",0.028836837,0.931824549,0.9790931,-0.273888678,0.323508096,0.730356188,-0.302725515,0.228435752,0.91126177
ENSG00000106305,AIMP2,protein_coding,aminoacyl tRNA synthetase complex-interacting multifunctional protein 2 [Source:HGNC Symbol;Acc:20609],0.011205385,0.931903812,0.979100672,0.060386365,0.567273246,0.870186145,0.04918098,0.618045024,0.975943729
ENSG00000198171,DDRGK1,protein_coding,DDRGK domain containing 1 [Source:HGNC Symbol;Acc:16110],0.01463474,0.932135863,0.979268757,-0.031208797,0.823634596,0.963556417,-0.045843537,0.717717505,0.984582953
ENSG00000158023,WDR66,protein_coding,WD repeat domain 66 [Source:HGNC Symbol;Acc:28506],0.034917604,0.932225022,0.97928671,0.167120308,0.583021345,0.876352465,0.132202704,0.692260286,0.984582953
ENSG00000083520,DIS3,protein_coding,DIS3 mitotic control homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20604],0.011367177,0.932882899,0.979817048,0.13944284,0.217699296,0.643816462,0.128075663,0.196264602,0.901685696
ENSG00000169093,ASMTL,protein_coding,acetylserotonin O-methyltransferase-like [Source:HGNC Symbol;Acc:751],-0.025126788,0.932921452,0.979817048,-0.094741556,0.7063447,0.922058531,-0.069614769,0.740858738,0.985857861
ENSG00000152782,PANK1,protein_coding,pantothenate kinase 1 [Source:HGNC Symbol;Acc:8598],0.022134637,0.93302824,0.979817048,-0.090062227,0.67396072,0.911203745,-0.112196864,0.56631964,0.968973938
ENSG00000110002,VWA5A,protein_coding,von Willebrand factor A domain containing 5A [Source:HGNC Symbol;Acc:6658],0.013214142,0.933090259,0.979817048,-0.162798484,0.220408859,0.646303246,-0.176012627,0.126257376,0.858422404
ENSG00000083223,ZCCHC6,protein_coding,"zinc finger, CCHC domain containing 6 [Source:HGNC Symbol;Acc:25817]",-0.012728425,0.933090418,0.979817048,0.018462427,0.884210464,0.975386653,0.031190852,0.772479837,0.98693441
ENSG00000156261,CCT8,protein_coding,"chaperonin containing TCP1, subunit 8 (theta) [Source:HGNC Symbol;Acc:1623]",0.009744072,0.933167168,0.979821921,-0.105630617,0.275999452,0.694737497,-0.11537469,0.177595157,0.890415356
ENSG00000185219,ZNF445,protein_coding,zinc finger protein 445 [Source:HGNC Symbol;Acc:21018],-0.01115001,0.933478165,0.980072733,0.047679106,0.668928093,0.909338385,0.058829115,0.539053386,0.967929736
ENSG00000068650,ATP11A,protein_coding,"ATPase, class VI, type 11A [Source:HGNC Symbol;Acc:13552]",-0.023190022,0.933604319,0.980129452,0.137432357,0.543451353,0.859191673,0.160622379,0.439479685,0.949161536
ENSG00000188227,ZNF793,protein_coding,zinc finger protein 793 [Source:HGNC Symbol;Acc:33115],0.014976783,0.933702733,0.980157041,0.046665197,0.760951353,0.943472625,0.031688414,0.799126117,0.989225322
ENSG00000049769,PPP1R3F,protein_coding,"protein phosphatase 1, regulatory subunit 3F [Source:HGNC Symbol;Acc:14944]",0.01452753,0.933865332,0.980160986,0.023485721,0.875112094,0.974489252,0.008958191,0.940746977,0.99744829
ENSG00000108946,PRKAR1A,protein_coding,"protein kinase, cAMP-dependent, regulatory, type I, alpha [Source:HGNC Symbol;Acc:9388]",0.007759725,0.933895784,0.980160986,-0.089401115,0.253115403,0.676356841,-0.09716084,0.158660515,0.876260173
ENSG00000149084,HSD17B12,protein_coding,hydroxysteroid (17-beta) dehydrogenase 12 [Source:HGNC Symbol;Acc:18646],-0.018131562,0.933922894,0.980160986,0.061187571,0.735405006,0.932979294,0.079319132,0.616292709,0.975943729
ENSG00000167280,ENGASE,protein_coding,endo-beta-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:24622],0.015325121,0.934061029,0.980223301,-0.087745769,0.571752683,0.872333005,-0.10307089,0.437054785,0.94901816
ENSG00000091732,ZC3HC1,protein_coding,"zinc finger, C3HC-type containing 1 [Source:HGNC Symbol;Acc:29913]",0.011154263,0.934197155,0.980223301,-0.056968744,0.608498271,0.887058739,-0.068123008,0.491057109,0.963535595
