ENSEMBL ID,HGNC Symbol,Gene Biotype,Description,log2(FC) DUP vs DEL,"P value, DUP vs DEL","FDR-adjusted P value, DUP vs DEL",log2(FC) DUP vs CTL,"P value, DUP vs CTL","FDR-adjusted P value, DUP vs CTL",log2(FC) DEL vs CTL,"P value, DEL vs CTL","FDR-adjusted P value, DEL vs CTL"
ENSG00000119283,TRIM67,protein_coding,tripartite motif containing 67 [Source:HGNC Symbol;Acc:31859],-0.037505146,0.908685234,0.990778448,0.232091084,0.491237179,0.999945608,0.26959623,0.399883348,0.866253933
ENSG00000064687,ABCA7,protein_coding,"ATP-binding cassette, sub-family A (ABC1), member 7 [Source:HGNC Symbol;Acc:37]",-0.017550933,0.90881775,0.990778448,-0.102956393,0.485454136,0.999945608,-0.08540546,0.592455035,0.929802111
ENSG00000119231,SENP5,protein_coding,SUMO1/sentrin specific peptidase 5 [Source:HGNC Symbol;Acc:28407],0.009228721,0.908865346,0.990778448,-0.039148276,0.622473286,0.999945608,-0.048376997,0.556522685,0.919407561
ENSG00000106012,IQCE,protein_coding,IQ motif containing E [Source:HGNC Symbol;Acc:29171],0.020707721,0.90893714,0.990778448,0.056693399,0.748734722,0.999945608,0.035985678,0.846137795,0.97712675
ENSG00000196263,ZNF471,protein_coding,zinc finger protein 471 [Source:HGNC Symbol;Acc:23226],0.09463543,0.908940374,0.990778448,1.496152774,0.080093747,0.999945608,1.401517344,0.097025687,0.584657062
ENSG00000187244,BCAM,protein_coding,basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:6722],0.027609927,0.908992778,0.990778448,-0.577325678,0.014386474,0.852666987,-0.604935604,0.024141079,0.354875492
ENSG00000156875,HIAT1,protein_coding,hippocampus abundant transcript 1 [Source:HGNC Symbol;Acc:23363],0.010176508,0.909010772,0.990778448,0.08405117,0.340629281,0.999945608,0.073874662,0.418054258,0.876649072
ENSG00000172239,PAIP1,protein_coding,poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:16945],0.008748336,0.909084408,0.990778448,0.090509933,0.235582732,0.999945608,0.081761597,0.298820652,0.82559267
ENSG00000188316,ENO4,protein_coding,enolase family member 4 [Source:HGNC Symbol;Acc:31670],-0.050478367,0.909107632,0.990778448,-0.287046306,0.463634872,0.999945608,-0.236567939,0.623730738,0.936664613
ENSG00000107872,FBXL15,protein_coding,F-box and leucine-rich repeat protein 15 [Source:HGNC Symbol;Acc:28155],-0.013279268,0.909313451,0.990804254,-0.033729985,0.766477695,0.999945608,-0.020450717,0.864387932,0.980429728
ENSG00000145868,FBXO38,protein_coding,F-box protein 38 [Source:HGNC Symbol;Acc:28844],0.011030759,0.909323457,0.990804254,-0.023157833,0.808365776,0.999945608,-0.034188592,0.728628336,0.959043813
ENSG00000079739,PGM1,protein_coding,phosphoglucomutase 1 [Source:HGNC Symbol;Acc:8905],0.016778948,0.90938082,0.990804254,0.017884773,0.900084332,0.999945608,0.001105824,0.994205668,0.999340054
ENSG00000178917,ZNF852,protein_coding,zinc finger protein 852 [Source:HGNC Symbol;Acc:27713],0.015502112,0.909516589,0.990826472,-0.054868359,0.681778993,0.999945608,-0.070370471,0.614324169,0.936664613
ENSG00000040487,PQLC2,protein_coding,PQ loop repeat containing 2 [Source:HGNC Symbol;Acc:26001],-0.011762098,0.909567556,0.990826472,-0.024547428,0.807609516,0.999945608,-0.01278533,0.904344871,0.985614138
ENSG00000234648,AL162151.3,pseudogene,,0.094857732,0.909758943,0.990853946,-0.024266834,0.976377137,0.999945608,-0.119124566,0.889236813,0.984158134
ENSG00000145916,RMND5B,protein_coding,required for meiotic nuclear division 5 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:26181],0.008857161,0.909790343,0.990853946,-0.0015768,0.983577713,0.999945608,-0.01043396,0.896027386,0.985319221
ENSG00000136485,DCAF7,protein_coding,DDB1 and CUL4 associated factor 7 [Source:HGNC Symbol;Acc:30915],-0.00738007,0.9098423,0.990853946,0.014592111,0.820109856,0.999945608,0.021972181,0.740619321,0.959094739
ENSG00000165626,BEND7,protein_coding,BEN domain containing 7 [Source:HGNC Symbol;Acc:23514],0.019291539,0.910002867,0.99091755,-0.015162963,0.927691173,0.999945608,-0.034454502,0.843477902,0.97622091
ENSG00000174353,STAG3L3,pseudogene,stromal antigen 3-like 3 [Source:HGNC Symbol;Acc:33845],-0.018648358,0.910085418,0.99091755,-0.070752315,0.661298461,0.999945608,-0.052103957,0.758256527,0.962282041
ENSG00000255242,C14orf169,processed_transcript,chromosome 14 open reading frame 169 [Source:HGNC Symbol;Acc:20968],0.144601257,0.910212441,0.99091755,0.566162178,0.638962591,0.999945608,0.421560921,0.75514503,0.961811578
ENSG00000167646,DNAAF3,protein_coding,"dynein, axonemal, assembly factor 3 [Source:HGNC Symbol;Acc:30492]",0.038551981,0.910250982,0.99091755,0.045671626,0.883671514,0.999945608,0.007119645,0.984492012,0.998383925
ENSG00000105662,CRTC1,protein_coding,CREB regulated transcription coactivator 1 [Source:HGNC Symbol;Acc:16062],-0.013346861,0.910316601,0.99091755,-0.065426525,0.576598546,0.999945608,-0.052079664,0.665681027,0.946022476
ENSG00000184056,VPS33B,protein_coding,vacuolar protein sorting 33 homolog B (yeast) [Source:HGNC Symbol;Acc:12712],-0.01040082,0.910490616,0.990927832,0.031280905,0.731914319,0.999945608,0.041681724,0.65794368,0.943877615
ENSG00000146733,PSPH,protein_coding,phosphoserine phosphatase [Source:HGNC Symbol;Acc:9577],-0.016762506,0.910492408,0.990927832,-0.108161492,0.462036673,0.999945608,-0.091398986,0.54901106,0.916916972
ENSG00000251369,ZNF550,protein_coding,zinc finger protein 550 [Source:HGNC Symbol;Acc:28643],0.01422826,0.910980103,0.991020961,-0.023005507,0.854728146,0.999945608,-0.037233767,0.773271062,0.966269866
ENSG00000186231,KLHL32,protein_coding,kelch-like family member 32 [Source:HGNC Symbol;Acc:21221],-0.022602356,0.911048301,0.991020961,0.117936876,0.55702698,0.999945608,0.140539232,0.494382175,0.899309032
ENSG00000172409,CLP1,protein_coding,cleavage and polyadenylation factor I subunit 1 [Source:HGNC Symbol;Acc:16999],-0.013584671,0.911061655,0.991020961,-0.061878455,0.60508919,0.999945608,-0.048293784,0.697338006,0.950756066
ENSG00000260006,RP11-469M7.1,lincRNA,,0.015097924,0.911262824,0.991020961,0.258793558,0.063079287,0.999945608,0.243695634,0.081396622,0.550640523
ENSG00000186312,CA5BP1,pseudogene,carbonic anhydrase VB pseudogene 1 [Source:HGNC Symbol;Acc:29544],-0.017058754,0.911350389,0.991020961,-0.004132072,0.978242109,0.999945608,0.012926682,0.93364047,0.990281752
ENSG00000233006,AC034220.3,processed_transcript,,-0.026450576,0.91144426,0.991020961,0.203283561,0.376958308,0.999945608,0.229734137,0.355244839,0.852683653
ENSG00000150471,LPHN3,protein_coding,latrophilin 3 [Source:HGNC Symbol;Acc:20974],-0.017974477,0.911456134,0.991020961,0.18508487,0.249954194,0.999945608,0.203059347,0.223001198,0.76832744
ENSG00000250120,PCDHA10,protein_coding,protocadherin alpha 10 [Source:HGNC Symbol;Acc:8664],-0.053082845,0.911506201,0.991020961,0.4847831,0.306012378,0.999945608,0.537865945,0.274037592,0.813339985
ENSG00000146776,ATXN7L1,protein_coding,ataxin 7-like 1 [Source:HGNC Symbol;Acc:22210],0.017213326,0.911683866,0.991020961,0.172270849,0.261611923,0.999945608,0.155057523,0.332633364,0.843381776
ENSG00000196866,HIST1H2AD,protein_coding,"histone cluster 1, H2ad [Source:HGNC Symbol;Acc:4729]",-0.023341695,0.911684132,0.991020961,0.082112094,0.694692564,0.999945608,0.105453789,0.62036022,0.936664613
ENSG00000170234,PWWP2A,protein_coding,PWWP domain containing 2A [Source:HGNC Symbol;Acc:29406],-0.009711539,0.911774309,0.991020961,-0.016734172,0.846649441,0.999945608,-0.007022633,0.937082093,0.990851862
ENSG00000204149,AGAP6,protein_coding,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 6 [Source:HGNC Symbol;Acc:23466]",0.013932544,0.911780441,0.991020961,-0.084512316,0.495509768,0.999945608,-0.09844486,0.444801105,0.88212345
ENSG00000099917,MED15,protein_coding,mediator complex subunit 15 [Source:HGNC Symbol;Acc:14248],0.012697907,0.912016679,0.991020961,-0.061902721,0.586314112,0.999945608,-0.074600628,0.523740662,0.90820062
ENSG00000101407,TTI1,protein_coding,TELO2 interacting protein 1 [Source:HGNC Symbol;Acc:29029],0.009723341,0.912026669,0.991020961,-0.030435266,0.725609704,0.999945608,-0.040158607,0.654334046,0.942044865
ENSG00000156735,BAG4,protein_coding,BCL2-associated athanogene 4 [Source:HGNC Symbol;Acc:940],0.009326134,0.912052055,0.991020961,-0.024447523,0.770076536,0.999945608,-0.033773657,0.693109046,0.950060121
ENSG00000120942,UBIAD1,protein_coding,UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:30791],0.009202011,0.912190902,0.991020961,-0.134024159,0.111646307,0.999945608,-0.14322617,0.098486461,0.587810223
ENSG00000039650,PNKP,protein_coding,polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:9154],-0.013697809,0.91225382,0.991020961,0.009128426,0.93961398,0.999945608,0.022826235,0.858580127,0.979981072
ENSG00000100583,SAMD15,protein_coding,sterile alpha motif domain containing 15 [Source:HGNC Symbol;Acc:18631],-0.026347177,0.912324217,0.991020961,0.131556803,0.558526714,0.999945608,0.15790398,0.533021156,0.910618697
ENSG00000185340,GAS2L1,protein_coding,growth arrest-specific 2 like 1 [Source:HGNC Symbol;Acc:16955],0.02259183,0.912382699,0.991020961,0.063431155,0.750369359,0.999945608,0.040839325,0.846858573,0.97715835
ENSG00000223478,RP11-545E17.3,antisense,,-0.038798587,0.912446987,0.991020961,-0.257466708,0.448430409,0.999945608,-0.218668121,0.552353402,0.917460597
ENSG00000109971,HSPA8,protein_coding,heat shock 70kDa protein 8 [Source:HGNC Symbol;Acc:5241],0.025018472,0.912481278,0.991020961,-0.000766692,0.997272616,0.999945608,-0.025785164,0.911267514,0.98624386
ENSG00000204428,LY6G5C,protein_coding,"lymphocyte antigen 6 complex, locus G5C [Source:HGNC Symbol;Acc:13932]",-0.040790538,0.912557865,0.991020961,0.317832957,0.386537496,0.999945608,0.358623494,0.347412472,0.848653916
ENSG00000168172,HOOK3,protein_coding,hook microtubule-tethering protein 3 [Source:HGNC Symbol;Acc:23576],-0.007891268,0.912700345,0.991020961,0.025292859,0.721728406,0.999945608,0.033184126,0.650637285,0.940607193
ENSG00000006744,ELAC2,protein_coding,elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:14198],0.010035878,0.912901571,0.991020961,-0.034120075,0.705175097,0.999945608,-0.044155953,0.637607821,0.937323485
ENSG00000065243,PKN2,protein_coding,protein kinase N2 [Source:HGNC Symbol;Acc:9406],0.009265525,0.912908699,0.991020961,-0.075029098,0.371186631,0.999945608,-0.084294623,0.332327375,0.84308311
ENSG00000132003,ZSWIM4,protein_coding,"zinc finger, SWIM-type containing 4 [Source:HGNC Symbol;Acc:25704]",-0.013528962,0.913019075,0.991020961,-0.024059655,0.845985287,0.999945608,-0.010530693,0.932429657,0.989884163
ENSG00000197372,ZNF675,protein_coding,zinc finger protein 675 [Source:HGNC Symbol;Acc:30768],0.009458374,0.913051254,0.991020961,0.06263234,0.468840026,0.999945608,0.053173966,0.544075903,0.91341266
ENSG00000162607,USP1,protein_coding,ubiquitin specific peptidase 1 [Source:HGNC Symbol;Acc:12607],-0.013137584,0.913075017,0.991020961,0.027449717,0.816894677,0.999945608,0.040587301,0.740440872,0.959094739
ENSG00000154359,LONRF1,protein_coding,LON peptidase N-terminal domain and ring finger 1 [Source:HGNC Symbol;Acc:26302],-0.010893681,0.913082805,0.991020961,0.022865945,0.818800984,0.999945608,0.033759626,0.736130614,0.959043813
ENSG00000076242,MLH1,protein_coding,mutL homolog 1 [Source:HGNC Symbol;Acc:7127],0.010324178,0.913135163,0.991020961,0.039249272,0.673580548,0.999945608,0.028925094,0.764307051,0.963638827
ENSG00000184178,SCFD2,protein_coding,sec1 family domain containing 2 [Source:HGNC Symbol;Acc:30676],0.014220142,0.913156811,0.991020961,-0.173232883,0.18617671,0.999945608,-0.187453025,0.162633715,0.693956926
ENSG00000159267,HLCS,protein_coding,holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase) [Source:HGNC Symbol;Acc:4976],0.010014821,0.91355596,0.991035004,-0.15385912,0.094139304,0.999945608,-0.163873941,0.091861384,0.570936485
ENSG00000198416,CTD-2173L22.4,pseudogene,,-0.018328935,0.913579763,0.991035004,-0.165701836,0.317492039,0.999945608,-0.147372901,0.398559323,0.866253933
ENSG00000101199,ARFGAP1,protein_coding,ADP-ribosylation factor GTPase activating protein 1 [Source:HGNC Symbol;Acc:15852],-0.012481982,0.913873244,0.991035004,-0.036773955,0.745474406,0.999945608,-0.024291973,0.836657465,0.976103005
ENSG00000106245,BUD31,protein_coding,BUD31 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29629],-0.012372487,0.913898977,0.991035004,0.010547935,0.925184629,0.999945608,0.022920421,0.844344031,0.97622091
ENSG00000138796,HADH,protein_coding,hydroxyacyl-CoA dehydrogenase [Source:HGNC Symbol;Acc:4799],-0.012255602,0.91410748,0.991035004,-0.010801171,0.92295049,0.999945608,0.001454431,0.989974864,0.999340054
ENSG00000065665,SEC61A2,protein_coding,Sec61 alpha 2 subunit (S. cerevisiae) [Source:HGNC Symbol;Acc:17702],-0.011255898,0.914130423,0.991035004,0.089198218,0.389577971,0.999945608,0.100454116,0.346803656,0.848653916
ENSG00000176533,GNG7,protein_coding,"guanine nucleotide binding protein (G protein), gamma 7 [Source:HGNC Symbol;Acc:4410]",-0.019596423,0.914185802,0.991035004,0.039630306,0.825091918,0.999945608,0.059226729,0.748782762,0.960095689
ENSG00000111834,RSPH4A,protein_coding,radial spoke head 4 homolog A (Chlamydomonas) [Source:HGNC Symbol;Acc:21558],-0.040255908,0.914261135,0.991035004,-0.114392738,0.741906464,0.999945608,-0.07413683,0.851800125,0.978675342
ENSG00000100083,GGA1,protein_coding,"golgi-associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:17842]",0.007198727,0.914350019,0.991035004,0.046175666,0.484218358,0.999945608,0.038976939,0.568903831,0.924275628
ENSG00000272294,RP3-326L13.3,lincRNA,,-0.118506357,0.914722493,0.991035004,0.616087987,0.589092111,0.999945608,0.734594344,0.496421971,0.900044617
ENSG00000173258,ZNF483,protein_coding,zinc finger protein 483 [Source:HGNC Symbol;Acc:23384],0.0118249,0.914818535,0.991035004,0.058896554,0.585288921,0.999945608,0.047071654,0.678761716,0.949182805
ENSG00000081791,KIAA0141,protein_coding,KIAA0141 [Source:HGNC Symbol;Acc:28969],-0.010938352,0.914975929,0.991035004,0.07198456,0.476314238,0.999945608,0.082922912,0.429660349,0.877956849
ENSG00000262621,NAA60,protein_coding,N-alpha-acetyltransferase 60  [Source:RefSeq peptide;Acc:NP_001077069],0.058717089,0.915050886,0.991035004,0.629467644,0.247734017,0.999945608,0.570750555,0.315054582,0.832759074
ENSG00000084676,NCOA1,protein_coding,nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:7668],0.013050907,0.915099384,0.991035004,-0.011605149,0.923323946,0.999945608,-0.024656055,0.84303894,0.976197793
ENSG00000178026,FAM211B,protein_coding,"family with sequence similarity 211, member B [Source:HGNC Symbol;Acc:33155]",0.017987405,0.915151535,0.991035004,-0.210268639,0.209584328,0.999945608,-0.228256044,0.192397668,0.727718429
ENSG00000172493,AFF1,protein_coding,"AF4/FMR2 family, member 1 [Source:HGNC Symbol;Acc:7135]",0.016454331,0.915201484,0.991035004,-0.06619888,0.663072917,0.999945608,-0.082653211,0.600775117,0.932148211
ENSG00000184194,GPR173,protein_coding,G protein-coupled receptor 173 [Source:HGNC Symbol;Acc:18186],0.012304561,0.915253641,0.991035004,-0.101122523,0.383420755,0.999945608,-0.113427084,0.333265309,0.843408049
ENSG00000166685,COG1,protein_coding,component of oligomeric golgi complex 1 [Source:HGNC Symbol;Acc:6545],-0.009573986,0.915608083,0.991035004,-0.139677234,0.122622181,0.999945608,-0.130103248,0.165259428,0.697159743
ENSG00000267381,CTD-2086O20.3,lincRNA,,-0.017232605,0.915663471,0.991035004,0.123882457,0.44498421,0.999945608,0.141115062,0.393803771,0.865446649
ENSG00000110321,EIF4G2,protein_coding,"eukaryotic translation initiation factor 4 gamma, 2 [Source:HGNC Symbol;Acc:3297]",0.006615969,0.915713798,0.991035004,0.078747913,0.20667101,0.999945608,0.072131943,0.26211873,0.802317686
ENSG00000137872,SEMA6D,protein_coding,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D [Source:HGNC Symbol;Acc:16770]",0.017973201,0.915778471,0.991035004,-0.044624676,0.790877772,0.999945608,-0.062597877,0.716334936,0.955193429
ENSG00000100106,TRIOBP,protein_coding,TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:17009],0.011161627,0.91578186,0.991035004,0.12368336,0.237038268,0.999945608,0.112521733,0.301395921,0.825844628
ENSG00000104671,DCTN6,protein_coding,dynactin 6 [Source:HGNC Symbol;Acc:16964],-0.009252537,0.915931056,0.991035004,0.045499703,0.598813074,0.999945608,0.05475224,0.540523,0.912055583
ENSG00000162384,C1orf123,protein_coding,chromosome 1 open reading frame 123 [Source:HGNC Symbol;Acc:26059],-0.008766812,0.916093082,0.991035004,-0.112818125,0.175284978,0.999945608,-0.104051312,0.224904486,0.770796071
ENSG00000176401,EID2B,protein_coding,EP300 interacting inhibitor of differentiation 2B [Source:HGNC Symbol;Acc:26796],0.011092288,0.916178805,0.991035004,0.160373727,0.126779898,0.999945608,0.149281439,0.173582242,0.708179878
ENSG00000125826,RBCK1,protein_coding,RanBP-type and C3HC4-type zinc finger containing 1 [Source:HGNC Symbol;Acc:15864],0.014485507,0.916184042,0.991035004,0.117067788,0.387836296,0.999945608,0.102582282,0.468080391,0.89067518
ENSG00000254995,STX16-NPEPL1,protein_coding,STX16-NPEPL1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:41993],-0.029295044,0.916306669,0.991035004,-0.057830185,0.834420936,0.999945608,-0.028535141,0.919296245,0.987874451
ENSG00000256164,CCND2-AS1,antisense,CCND2 antisense RNA 1 [Source:HGNC Symbol;Acc:49398],-0.042088329,0.916505437,0.991035004,-0.194119909,0.62301248,0.999945608,-0.15203158,0.710719261,0.954020411
ENSG00000147145,LPAR4,protein_coding,lysophosphatidic acid receptor 4 [Source:HGNC Symbol;Acc:4478],-0.017606959,0.916617187,0.991035004,0.290953037,0.090248969,0.999945608,0.308559996,0.076129502,0.536464245
ENSG00000165832,TRUB1,protein_coding,TruB pseudouridine (psi) synthase family member 1 [Source:HGNC Symbol;Acc:16060],-0.007115417,0.916674435,0.991035004,-0.003286819,0.960704235,0.999945608,0.003828598,0.956005216,0.993346699
ENSG00000089050,RBBP9,protein_coding,retinoblastoma binding protein 9 [Source:HGNC Symbol;Acc:9892],0.009322637,0.916707599,0.991035004,0.005777636,0.947295566,0.999945608,-0.003545001,0.968924165,0.996706925
ENSG00000008405,CRY1,protein_coding,cryptochrome 1 (photolyase-like) [Source:HGNC Symbol;Acc:2384],0.015842675,0.917031314,0.991035004,0.091667075,0.538171567,0.999945608,0.0758244,0.62727725,0.937260552
ENSG00000260260,RP11-304L19.5,lincRNA,,0.014327446,0.917045292,0.991035004,0.24506035,0.073837467,0.999945608,0.230732905,0.111369168,0.612391341
ENSG00000171291,ZNF439,protein_coding,zinc finger protein 439 [Source:HGNC Symbol;Acc:20873],-0.033186499,0.917092713,0.991035004,0.072726159,0.821545467,0.999945608,0.105912658,0.737759687,0.959094739
ENSG00000152242,C18orf25,protein_coding,chromosome 18 open reading frame 25 [Source:HGNC Symbol;Acc:28172],0.009391856,0.917127067,0.991035004,0.016895526,0.848893336,0.999945608,0.00750367,0.934999833,0.990281752
ENSG00000131148,EMC8,protein_coding,ER membrane protein complex subunit 8 [Source:HGNC Symbol;Acc:7864],-0.00818558,0.91729556,0.991035004,-0.020378529,0.792284636,0.999945608,-0.012192949,0.879518321,0.982626828
ENSG00000165802,NSMF,protein_coding,NMDA receptor synaptonuclear signaling and neuronal migration factor [Source:HGNC Symbol;Acc:29843],-0.01424622,0.917302297,0.991035004,0.055608577,0.680791083,0.999945608,0.069854797,0.617687179,0.936664613
ENSG00000074842,C19orf10,protein_coding,chromosome 19 open reading frame 10 [Source:HGNC Symbol;Acc:16948],0.008899127,0.917318621,0.991035004,-0.039647722,0.636530411,0.999945608,-0.048546848,0.581215803,0.926551638
ENSG00000114541,FRMD4B,protein_coding,FERM domain containing 4B [Source:HGNC Symbol;Acc:24886],-0.021367328,0.917360807,0.991035004,0.048248795,0.813970514,0.999945608,0.069616123,0.737378566,0.959094739
ENSG00000151136,BTBD11,protein_coding,BTB (POZ) domain containing 11 [Source:HGNC Symbol;Acc:23844],0.03715945,0.917364039,0.991035004,-0.084760777,0.804372429,0.999945608,-0.121920227,0.744082394,0.959094739
ENSG00000171681,ATF7IP,protein_coding,activating transcription factor 7 interacting protein [Source:HGNC Symbol;Acc:20092],-0.011562181,0.917369164,0.991035004,0.068371445,0.534761424,0.999945608,0.079933626,0.482395744,0.894863666
ENSG00000170325,PRDM10,protein_coding,PR domain containing 10 [Source:HGNC Symbol;Acc:13995],0.011772788,0.917433202,0.991035004,0.024031348,0.831016718,0.999945608,0.01225856,0.914973984,0.98668261
ENSG00000130958,SLC35D2,protein_coding,"solute carrier family 35 (UDP-GlcNAc/UDP-glucose transporter), member D2 [Source:HGNC Symbol;Acc:20799]",-0.022852868,0.917442686,0.991035004,-0.304794953,0.163643389,0.999945608,-0.281942086,0.218133341,0.761215557
ENSG00000198420,FAM115A,protein_coding,"family with sequence similarity 115, member A [Source:HGNC Symbol;Acc:22201]",0.008672088,0.91751963,0.991035004,-0.038807021,0.638281731,0.999945608,-0.047479109,0.578473484,0.926102835
ENSG00000165879,FRAT1,protein_coding,frequently rearranged in advanced T-cell lymphomas [Source:HGNC Symbol;Acc:3944],-0.027444412,0.917598219,0.991035004,0.543856459,0.045187006,0.999945608,0.571300871,0.040581193,0.435944141
ENSG00000167654,ATCAY,protein_coding,"ataxia, cerebellar, Cayman type [Source:HGNC Symbol;Acc:779]",0.015559421,0.917664952,0.991035004,-0.004578009,0.975537166,0.999945608,-0.02013743,0.894665085,0.98510778
ENSG00000140323,DISP2,protein_coding,dispatched homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:19712],-0.015449509,0.917680868,0.991035004,0.02595226,0.86204727,0.999945608,0.041401769,0.782700475,0.967421802
ENSG00000080819,CPOX,protein_coding,coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:2321],0.015176682,0.917940359,0.991035004,-0.001642652,0.99096913,0.999945608,-0.016819334,0.910576973,0.98624386
ENSG00000112592,TBP,protein_coding,TATA box binding protein [Source:HGNC Symbol;Acc:11588],-0.00928428,0.918104596,0.991035004,-0.055306529,0.53793272,0.999945608,-0.046022249,0.61494541,0.936664613
ENSG00000119392,GLE1,protein_coding,GLE1 RNA export mediator [Source:HGNC Symbol;Acc:4315],-0.008279351,0.91812211,0.991035004,0.012423778,0.875264583,0.999945608,0.020703129,0.800941716,0.971078286
ENSG00000227811,FAM212B-AS1,antisense,FAM212B antisense RNA 1 [Source:HGNC Symbol;Acc:49446],0.028014039,0.918164004,0.991035004,-0.141146314,0.596453478,0.999945608,-0.169160352,0.546370204,0.915200822
ENSG00000213462,ERV3-1,protein_coding,"endogenous retrovirus group 3, member 1 [Source:HGNC Symbol;Acc:3454]",-0.017316489,0.918204123,0.991035004,0.169058475,0.315804514,0.999945608,0.186374963,0.279334433,0.817221208
ENSG00000166734,CASC4,protein_coding,cancer susceptibility candidate 4 [Source:HGNC Symbol;Acc:24892],-0.005195804,0.91844723,0.991035004,-0.042082602,0.402130006,0.999945608,-0.036886798,0.477048999,0.893332347
ENSG00000226381,RP11-119F19.2,antisense,,-0.014931904,0.918455636,0.991035004,0.057291538,0.692382469,0.999945608,0.072223442,0.624869611,0.936664613
ENSG00000125037,EMC3,protein_coding,ER membrane protein complex subunit 3 [Source:HGNC Symbol;Acc:23999],0.008798845,0.918567202,0.991035004,0.000225056,0.997866821,0.999945608,-0.008573789,0.922416664,0.988359349
ENSG00000142599,RERE,protein_coding,arginine-glutamic acid dipeptide (RE) repeats [Source:HGNC Symbol;Acc:9965],0.015192517,0.918788332,0.991035004,0.076714269,0.601956474,0.999945608,0.061521751,0.68516585,0.949715011
ENSG00000129636,ITFG1,protein_coding,integrin alpha FG-GAP repeat containing 1 [Source:HGNC Symbol;Acc:30697],0.00681382,0.918867366,0.991035004,0.104665477,0.119137537,0.999945608,0.097851657,0.158124679,0.687929681
ENSG00000235217,TSPY26P,pseudogene,"testis specific protein, Y-linked 26, pseudogene [Source:HGNC Symbol;Acc:16256]",0.022619148,0.918978476,0.991035004,-0.381732902,0.092176719,0.999945608,-0.404352049,0.07905968,0.546918013
ENSG00000096384,HSP90AB1,protein_coding,"heat shock protein 90kDa alpha (cytosolic), class B member 1 [Source:HGNC Symbol;Acc:5258]",0.009689963,0.918993489,0.991035004,-0.092617404,0.327471968,0.999945608,-0.102307367,0.295735574,0.825106214
ENSG00000268049,CTD-2619J13.9,antisense,,0.017301634,0.919014119,0.991035004,0.02877618,0.862598227,0.999945608,0.011474547,0.947495303,0.992432052
ENSG00000272005,RP11-91J19.4,lincRNA,,-0.013994769,0.919018994,0.991035004,0.196590519,0.15431876,0.999945608,0.210585288,0.139824995,0.664964136
ENSG00000132823,OSER1,protein_coding,oxidative stress responsive serine-rich 1 [Source:HGNC Symbol;Acc:16105],0.009102738,0.919025664,0.991035004,-0.033708927,0.702923549,0.999945608,-0.042811665,0.638541996,0.937323485
ENSG00000165949,IFI27,protein_coding,"interferon, alpha-inducible protein 27 [Source:HGNC Symbol;Acc:5397]",-0.041824704,0.919170123,0.991035004,-0.370280037,0.365909669,0.999945608,-0.328455333,0.434913704,0.879615671
ENSG00000112667,DNPH1,protein_coding,2'-deoxynucleoside 5'-phosphate N-hydrolase 1 [Source:HGNC Symbol;Acc:21218],-0.018736112,0.919184588,0.991035004,0.030650284,0.86434304,0.999945608,0.049386396,0.795004939,0.969782823
ENSG00000188811,NHLRC3,protein_coding,NHL repeat containing 3 [Source:HGNC Symbol;Acc:33751],0.009756107,0.919202935,0.991035004,-0.029539467,0.755313543,0.999945608,-0.039295574,0.688284475,0.950022386
ENSG00000221676,RNU6ATAC,snRNA,"RNA, U6atac small nuclear (U12-dependent splicing) [Source:HGNC Symbol;Acc:34017]",-0.048392645,0.919256966,0.991035004,0.369838468,0.431505642,0.999945608,0.418231112,0.394104772,0.865446649
ENSG00000204310,AGPAT1,protein_coding,1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:324],0.009218745,0.919260578,0.991035004,0.000190523,0.998297402,0.999945608,-0.009028222,0.922450384,0.988359349
ENSG00000233276,GPX1,protein_coding,glutathione peroxidase 1 [Source:HGNC Symbol;Acc:4553],0.008453647,0.919269287,0.991035004,-0.031778341,0.697677368,0.999945608,-0.040231987,0.637467969,0.937323485
ENSG00000197380,DACT3,protein_coding,dishevelled-binding antagonist of beta-catenin 3 [Source:HGNC Symbol;Acc:30745],0.014260435,0.919330304,0.991035004,0.1345441,0.34392508,0.999945608,0.120283665,0.396251183,0.865933727
ENSG00000101193,GID8,protein_coding,GID complex subunit 8 [Source:HGNC Symbol;Acc:15857],-0.006707859,0.919398617,0.991035004,-0.034602869,0.596669566,0.999945608,-0.027895009,0.679670689,0.949389458
